## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,AvgQueueSize,-1.000000,-1.000000,Results,98.340712,7.305330,101
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.000000,0.000000
Dist,1.000000,0.000000,0.000000
Dist,2.000000,0.000000,0.000000
Dist,3.000000,0.000000,0.000000
Dist,4.000000,0.000000,0.000000
Dist,5.000000,0.000000,0.000000
Dist,6.000000,0.000000,0.000000
Dist,7.000000,0.000000,0.000000
Dist,8.000000,0.000000,0.000000
Dist,9.000000,0.000000,0.000000
Dist,10.000000,0.000000,0.000000
Dist,11.000000,0.000000,0.000000
Dist,12.000000,0.000000,0.000000
Dist,13.000000,0.000000,0.000000
Dist,14.000000,0.000000,0.000000
Dist,15.000000,0.000000,0.000000
Dist,16.000000,0.000000,0.000000
Dist,17.000000,0.000000,0.000000
Dist,18.000000,0.000000,0.000000
Dist,19.000000,0.000000,0.000000
Dist,20.000000,0.000000,0.000000
Dist,21.000000,0.000000,0.000000
Dist,22.000000,0.000000,0.000000
Dist,23.000000,0.000000,0.000000
Dist,24.000000,0.000000,0.000000
Dist,25.000000,0.000000,0.000000
Dist,26.000000,0.000000,0.000000
Dist,27.000000,0.000000,0.000000
Dist,28.000000,0.000000,0.000000
Dist,29.000000,0.000000,0.000000
Dist,30.000000,0.000000,0.000000
Dist,31.000000,0.000000,0.000000
Dist,32.000000,0.000000,0.000000
Dist,33.000000,0.000000,0.000000
Dist,34.000000,0.000000,0.000000
Dist,35.000000,0.000000,0.000000
Dist,36.000000,0.000000,0.000000
Dist,37.000000,0.000000,0.000000
Dist,38.000000,0.000000,0.000000
Dist,39.000000,0.000000,0.000000
Dist,40.000000,0.000000,0.000000
Dist,41.000000,0.000000,0.000000
Dist,42.000000,0.000000,0.000000
Dist,43.000000,0.000000,0.000000
Dist,44.000000,0.000000,0.000000
Dist,45.000000,0.000000,0.000000
Dist,46.000000,0.000000,0.000000
Dist,47.000000,0.000000,0.000000
Dist,48.000000,0.000000,0.000000
Dist,49.000000,0.000000,0.000000
Dist,50.000000,0.000000,0.000000
Dist,51.000000,0.000000,0.000000
Dist,52.000000,0.000000,0.000001
Dist,53.000000,0.000000,0.000001
Dist,54.000000,0.000000,0.000001
Dist,55.000000,0.000000,0.000001
Dist,56.000000,0.000000,0.000002
Dist,57.000000,0.000001,0.000002
Dist,58.000000,0.000001,0.000003
Dist,59.000000,0.000001,0.000004
Dist,60.000000,0.000001,0.000005
Dist,61.000000,0.000002,0.000007
Dist,62.000000,0.000002,0.000009
Dist,63.000000,0.000003,0.000012
Dist,64.000000,0.000004,0.000016
Dist,65.000000,0.000005,0.000021
Dist,66.000000,0.000007,0.000028
Dist,67.000000,0.000009,0.000038
Dist,68.000000,0.000012,0.000050
Dist,69.000000,0.000016,0.000066
Dist,70.000000,0.000021,0.000087
Dist,71.000000,0.000028,0.000116
Dist,72.000000,0.000038,0.000153
Dist,73.000000,0.000050,0.000203
Dist,74.000000,0.000066,0.000269
Dist,75.000000,0.000087,0.000356
Dist,76.000000,0.000116,0.000472
Dist,77.000000,0.000153,0.000626
Dist,78.000000,0.000203,0.000829
Dist,79.000000,0.000269,0.001098
Dist,80.000000,0.000357,0.001455
Dist,81.000000,0.000473,0.001929
Dist,82.000000,0.000627,0.002556
Dist,83.000000,0.000832,0.003388
Dist,84.000000,0.001104,0.004492
Dist,85.000000,0.001466,0.005958
Dist,86.000000,0.001947,0.007906
Dist,87.000000,0.002590,0.010496
Dist,88.000000,0.003450,0.013945
Dist,89.000000,0.004604,0.018549
Dist,90.000000,0.006161,0.024710
Dist,91.000000,0.008278,0.032988
Dist,92.000000,0.011186,0.044174
Dist,93.000000,0.015242,0.059415
Dist,94.000000,0.021031,0.080447
Dist,95.000000,0.029588,0.110035
Dist,96.000000,0.042939,0.152974
Dist,97.000000,0.065568,0.218543
Dist,98.000000,0.108866,0.327409
Dist,99.000000,0.206030,0.533438
Dist,100.000000,0.466562,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,AvgPeerDistance,-1.000000,-1.000000,Results,6.285714,7.632653,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,-0.000000,-0.000000
Dist,1.000000,0.057143,0.057143
Dist,2.000000,0.066667,0.123810
Dist,3.000000,0.076190,0.200000
Dist,4.000000,0.085714,0.285714
Dist,5.000000,0.095238,0.380952
Dist,6.000000,0.104762,0.485714
Dist,7.000000,0.114286,0.600000
Dist,8.000000,0.123810,0.723810
Dist,9.000000,0.133333,0.857143
Dist,10.000000,0.142857,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,BlockingProbability,-1.000000,-1.000000,Results,0.466562,0.248882,2
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.533438,0.533438
Dist,1.000000,0.466562,1.000000

