## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,AvgQueueSize,-1.000000,-1.000000,Results,97.156950,16.284615,101
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.000000,0.000000
Dist,1.000000,0.000000,0.000000
Dist,2.000000,0.000000,0.000000
Dist,3.000000,0.000000,0.000000
Dist,4.000000,0.000000,0.000000
Dist,5.000000,0.000000,0.000000
Dist,6.000000,0.000000,0.000000
Dist,7.000000,0.000000,0.000000
Dist,8.000000,0.000000,0.000000
Dist,9.000000,0.000000,0.000000
Dist,10.000000,0.000000,0.000000
Dist,11.000000,0.000000,0.000000
Dist,12.000000,0.000000,0.000000
Dist,13.000000,0.000000,0.000000
Dist,14.000000,0.000000,0.000000
Dist,15.000000,0.000000,0.000000
Dist,16.000000,0.000000,0.000000
Dist,17.000000,0.000000,0.000000
Dist,18.000000,0.000000,0.000000
Dist,19.000000,0.000000,0.000000
Dist,20.000000,0.000000,0.000000
Dist,21.000000,0.000000,0.000000
Dist,22.000000,0.000000,0.000000
Dist,23.000000,0.000000,0.000000
Dist,24.000000,0.000000,0.000000
Dist,25.000000,0.000000,0.000000
Dist,26.000000,0.000000,0.000000
Dist,27.000000,0.000000,0.000000
Dist,28.000000,0.000000,0.000000
Dist,29.000000,0.000000,0.000000
Dist,30.000000,0.000000,0.000000
Dist,31.000000,0.000000,0.000000
Dist,32.000000,0.000000,0.000000
Dist,33.000000,0.000000,0.000000
Dist,34.000000,0.000000,0.000000
Dist,35.000000,0.000000,0.000000
Dist,36.000000,0.000000,0.000001
Dist,37.000000,0.000000,0.000001
Dist,38.000000,0.000000,0.000001
Dist,39.000000,0.000000,0.000001
Dist,40.000000,0.000000,0.000001
Dist,41.000000,0.000000,0.000002
Dist,42.000000,0.000000,0.000002
Dist,43.000000,0.000000,0.000002
Dist,44.000000,0.000001,0.000003
Dist,45.000000,0.000001,0.000004
Dist,46.000000,0.000001,0.000005
Dist,47.000000,0.000001,0.000006
Dist,48.000000,0.000001,0.000007
Dist,49.000000,0.000002,0.000009
Dist,50.000000,0.000002,0.000011
Dist,51.000000,0.000003,0.000014
Dist,52.000000,0.000003,0.000017
Dist,53.000000,0.000004,0.000021
Dist,54.000000,0.000005,0.000026
Dist,55.000000,0.000006,0.000033
Dist,56.000000,0.000008,0.000041
Dist,57.000000,0.000010,0.000051
Dist,58.000000,0.000012,0.000064
Dist,59.000000,0.000016,0.000079
Dist,60.000000,0.000019,0.000098
Dist,61.000000,0.000024,0.000123
Dist,62.000000,0.000030,0.000153
Dist,63.000000,0.000037,0.000190
Dist,64.000000,0.000047,0.000236
Dist,65.000000,0.000058,0.000294
Dist,66.000000,0.000072,0.000367
Dist,67.000000,0.000090,0.000456
Dist,68.000000,0.000112,0.000568
Dist,69.000000,0.000139,0.000707
Dist,70.000000,0.000173,0.000880
Dist,71.000000,0.000216,0.001096
Dist,72.000000,0.000269,0.001365
Dist,73.000000,0.000334,0.001699
Dist,74.000000,0.000416,0.002115
Dist,75.000000,0.000518,0.002634
Dist,76.000000,0.000645,0.003279
Dist,77.000000,0.000803,0.004082
Dist,78.000000,0.001000,0.005083
Dist,79.000000,0.001246,0.006328
Dist,80.000000,0.001551,0.007879
Dist,81.000000,0.001931,0.009810
Dist,82.000000,0.002405,0.012215
Dist,83.000000,0.002995,0.015210
Dist,84.000000,0.003730,0.018940
Dist,85.000000,0.004647,0.023587
Dist,86.000000,0.005790,0.029378
Dist,87.000000,0.007217,0.036595
Dist,88.000000,0.009001,0.045596
Dist,89.000000,0.011234,0.056831
Dist,90.000000,0.014038,0.070868
Dist,91.000000,0.017570,0.088438
Dist,92.000000,0.022047,0.110485
Dist,93.000000,0.027776,0.138261
Dist,94.000000,0.035214,0.173475
Dist,95.000000,0.045109,0.218584
Dist,96.000000,0.058821,0.277405
Dist,97.000000,0.079201,0.356606
Dist,98.000000,0.113239,0.469845
Dist,99.000000,0.181037,0.650882
Dist,100.000000,0.349118,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,AvgPeerDistance,-1.000000,-1.000000,Results,5.500000,8.250000,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.000000,0.000000
Dist,1.000000,0.100000,0.100000
Dist,2.000000,0.100000,0.200000
Dist,3.000000,0.100000,0.300000
Dist,4.000000,0.100000,0.400000
Dist,5.000000,0.100000,0.500000
Dist,6.000000,0.100000,0.600000
Dist,7.000000,0.100000,0.700000
Dist,8.000000,0.100000,0.800000
Dist,9.000000,0.100000,0.900000
Dist,10.000000,0.100000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,BlockingProbability,-1.000000,-1.000000,Results,0.349118,0.227235,2
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.650882,0.650882
Dist,1.000000,0.349118,1.000000

