## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,AvgQueueSize,-1.000000,-1.000000,Results,97.797599,10.772163,101
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.000000,0.000000
Dist,1.000000,0.000000,0.000000
Dist,2.000000,0.000000,0.000000
Dist,3.000000,0.000000,0.000000
Dist,4.000000,0.000000,0.000000
Dist,5.000000,0.000000,0.000000
Dist,6.000000,0.000000,0.000000
Dist,7.000000,0.000000,0.000000
Dist,8.000000,0.000000,0.000000
Dist,9.000000,0.000000,0.000000
Dist,10.000000,0.000000,0.000000
Dist,11.000000,0.000000,0.000000
Dist,12.000000,0.000000,0.000000
Dist,13.000000,0.000000,0.000000
Dist,14.000000,0.000000,0.000000
Dist,15.000000,0.000000,0.000000
Dist,16.000000,0.000000,0.000000
Dist,17.000000,0.000000,0.000000
Dist,18.000000,0.000000,0.000000
Dist,19.000000,0.000000,0.000000
Dist,20.000000,0.000000,0.000000
Dist,21.000000,0.000000,0.000000
Dist,22.000000,0.000000,0.000000
Dist,23.000000,0.000000,0.000000
Dist,24.000000,0.000000,0.000000
Dist,25.000000,0.000000,0.000000
Dist,26.000000,0.000000,0.000000
Dist,27.000000,0.000000,0.000000
Dist,28.000000,0.000000,0.000000
Dist,29.000000,0.000000,0.000000
Dist,30.000000,0.000000,0.000000
Dist,31.000000,0.000000,0.000000
Dist,32.000000,0.000000,0.000000
Dist,33.000000,0.000000,0.000000
Dist,34.000000,0.000000,0.000000
Dist,35.000000,0.000000,0.000000
Dist,36.000000,0.000000,0.000000
Dist,37.000000,0.000000,0.000000
Dist,38.000000,0.000000,0.000000
Dist,39.000000,0.000000,0.000000
Dist,40.000000,0.000000,0.000000
Dist,41.000000,0.000000,0.000000
Dist,42.000000,0.000000,0.000000
Dist,43.000000,0.000000,0.000000
Dist,44.000000,0.000000,0.000000
Dist,45.000000,0.000000,0.000000
Dist,46.000000,0.000000,0.000000
Dist,47.000000,0.000000,0.000001
Dist,48.000000,0.000000,0.000001
Dist,49.000000,0.000000,0.000001
Dist,50.000000,0.000000,0.000001
Dist,51.000000,0.000000,0.000002
Dist,52.000000,0.000000,0.000002
Dist,53.000000,0.000001,0.000003
Dist,54.000000,0.000001,0.000004
Dist,55.000000,0.000001,0.000005
Dist,56.000000,0.000001,0.000006
Dist,57.000000,0.000002,0.000008
Dist,58.000000,0.000002,0.000010
Dist,59.000000,0.000003,0.000013
Dist,60.000000,0.000004,0.000017
Dist,61.000000,0.000005,0.000023
Dist,62.000000,0.000007,0.000029
Dist,63.000000,0.000009,0.000038
Dist,64.000000,0.000011,0.000049
Dist,65.000000,0.000015,0.000064
Dist,66.000000,0.000019,0.000083
Dist,67.000000,0.000024,0.000107
Dist,68.000000,0.000032,0.000139
Dist,69.000000,0.000041,0.000180
Dist,70.000000,0.000053,0.000233
Dist,71.000000,0.000069,0.000303
Dist,72.000000,0.000090,0.000393
Dist,73.000000,0.000117,0.000509
Dist,74.000000,0.000151,0.000661
Dist,75.000000,0.000196,0.000857
Dist,76.000000,0.000254,0.001111
Dist,77.000000,0.000330,0.001441
Dist,78.000000,0.000428,0.001870
Dist,79.000000,0.000555,0.002425
Dist,80.000000,0.000720,0.003145
Dist,81.000000,0.000935,0.004080
Dist,82.000000,0.001213,0.005293
Dist,83.000000,0.001573,0.006866
Dist,84.000000,0.002041,0.008907
Dist,85.000000,0.002649,0.011557
Dist,86.000000,0.003440,0.014996
Dist,87.000000,0.004467,0.019463
Dist,88.000000,0.005805,0.025268
Dist,89.000000,0.007549,0.032817
Dist,90.000000,0.009830,0.042647
Dist,91.000000,0.012824,0.055471
Dist,92.000000,0.016776,0.072247
Dist,93.000000,0.022043,0.094290
Dist,94.000000,0.029163,0.123453
Dist,95.000000,0.039021,0.162474
Dist,96.000000,0.053239,0.215713
Dist,97.000000,0.075227,0.290940
Dist,98.000000,0.113497,0.404437
Dist,99.000000,0.193312,0.597749
Dist,100.000000,0.402251,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,AvgPeerDistance,-1.000000,-1.000000,Results,5.500000,8.250000,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.000000,0.000000
Dist,1.000000,0.100000,0.100000
Dist,2.000000,0.100000,0.200000
Dist,3.000000,0.100000,0.300000
Dist,4.000000,0.100000,0.400000
Dist,5.000000,0.100000,0.500000
Dist,6.000000,0.100000,0.600000
Dist,7.000000,0.100000,0.700000
Dist,8.000000,0.100000,0.800000
Dist,9.000000,0.100000,0.900000
Dist,10.000000,0.100000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,BlockingProbability,-1.000000,-1.000000,Results,0.402251,0.240445,2
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.597749,0.597749
Dist,1.000000,0.402251,1.000000

